JournalInstructions_PAD |= <calendar> 로 달력을 엽니다.
SimCookingNoRecipe |= 거기 있는 재료로는 조리법대로 만들 수 없어요.
SimCraftingBlacksmithBroke |= 망가졌습니다!
SimMarriageStrollComplete |= 정말 멋졌어요. 7일차에는 바인딩 밴드를 만들어서 뵙겠습니다.
DogFoundDigSpot |= 멍 멍!
NPCReactPigPopped |= 매일 폭발하는 돼지를 볼 수는 없지.
NPCReactChickenPopped |= 폭발하는 닭을 매일 볼 수는 없지.
PigReactPigPopped |= 꾸에엑!
ChickenReactChickenPopped |= 꼬꼬꼬!
NPCGiveMarriagePieRecipe |= 여기, 이게 필요할 거야.
NPCNoItemsAtStall |= 판매하는 아이템은 어디에 있지? 나가볼게!
NPCStallItemsAcceptablePrice |= 값싼 물건 사는 것을 좋아해. 값싼 물건은 거부할 수 없지.
NPCStallItemsAcceptablePrice |= 오, 특가 상품인가?
NPCStallItemsAcceptablePrice |= 저렴한 물건을 찾고 있어요.
NPCStallItemsAcceptablePrice |= 이게 다 뭐야? 여기서 무슨 일이 일어나고 있는 거야?
NPCStallItemsAcceptablePrice |= 이건 값어치가 있어 보이는데 가격이 매겨지지 않는다는 뜻이지.
NPCStallItemsAcceptablePrice |= 좋은 거 있어?
NPCStallItemsAcceptablePrice |= 저건 뭐야?
NPCStallItemsAcceptablePrice |= 재밌는 거 없어?
NPCStallItemsAcceptablePrice |= 쇼핑하기 좋은 날이야.
NPCStallItemsAcceptablePrice |= 쇼핑할 시간이네.
NPCStallItemsAcceptablePrice |= 물건 좀 사야겠어.
NPCStallItemsAcceptablePrice |= 상점에 대한 대안이 있어서 좋네.
NPCStallItemsUnacceptablePrice |= 완전 쓰레기야!
NPCStallItemsUnacceptablePrice |= 그만한 가치가 없어.
NPCStallItemsUnacceptablePrice |= 시간 낭비야.
NPCStallItemsUnacceptablePrice |= 너무 비싸다!
NPCStallItemsUnacceptablePrice |= 그 가격에 살리가 없지.
NPCStallItemsUnacceptablePrice |= 정말 바가지네!
NPCStallItemsUnacceptablePrice |= 허! 다른 데로 갈게.
NPCStallItemsUnacceptablePrice |= 바보와 바보의 돈은 여기서 헤어지지 않아!
NPCStallItemsUnacceptablePrice |= 안돼. 나에겐 아니야.
NPCStallItemsUnacceptablePrice |= 내 피에 비하면 너무 부자야.
NPCStallItemsUnacceptablePrice |= 내가 힘들게 번 브라스를 버리는 거지.
NPCShopperLeaving |= 오늘은 쇼핑을 충분히 했어.
NPCShopperQuickSell |= 고마워! 훌륭한 가격이네!
NPCShopperQuickSell |= 고마워! 좋은 가격 같아.
NPCShopperQuickSell |= 좋아, 내가 원하던 바로 그거였어...
NPCShopperQuickSell |= 정말 매혹적인 가판대네!
NPCShopperQuickSell |= 고마워요!
NPCShopperQuickSell |= 정말 고마워요. 다시 올게요.
NPCShopperQuickSell |= 멋진 가판대네.
NPCShopperQuickSell |= 소중히 간직하겠네.
NPCShopperQuickSell |= 거기서 진짜 싸게 샀어.
NPCShopperQuickSell |= 아주 좋아!
NPCShopperQuickSell |= 보기만큼 맛있길 바라네.
NPCShopperQuickSell |= 감당할 수 있는 가격이다!
NPCShopperQuickSell |= 좋은 구매였어.
NPCShopperQuickSell |= 이곳을 위해 건배!
NPCShopperQuickSell |= 10점 만점에 10점. 여기서 다시 쇼핑할게.
NPCShopperQuickSell |= 언젠가 여기서 다시 보자고.
NPCInnLeaving |= 떠날 시간이야.
NPCInnLeaving |= 떠날 시간이야.
NPCInnNextDrink |= 완료, 다음 단계로.
NPCInnNeedDrink |= 마실 게 필요해!
NPCInnGivenDrink |= 건배!
NPCInnBartender |= 여기있어.
SleepyDescription |= 하암, 졸리다.
NPCAwaitingToiletHurry |= 서둘러서 들어가!
LucyArrowsGivingLantern |= 여기 네가 쓸 수 있는 랜턴이야.
LucyArrowsTurnOnLantern |= 랜턴을 켜봐.
LucyArrowsStandInCircle |= 원형 발판에 서.
LucyArrowsFocusLantern |= 랜턴의 빛을 비춰봐.
NPCOfferingAlreadyMade |= 아, 이미 제물을 바쳤구나.
NPCLarderEmptyForOfferings |= 제물을 보관할 저장고가 비어있어.
TwigLensFitted |= 완벽하게 맞아 떨어졌어! 잃어버린 렌즈가 어디 있는지 궁금하네.
TwigLensFitted |= 어쨌든 저기 불빛을 따라 테스티 에이커스의 남동쪽 구석으로 가봐.
ShopWorkerHandledRequest |= 좋은 하루가 되길!
ShopWorkerPlaceOrderFailUnhappy |= 주문을 받고 싶지 않아.
ShopWorkerPlaceOrderFailNoOre |= 우리는 그것을 만들 광석이 없어.
ShopWorkerPickupOrderUnhappy |= 주문을 받고 나를 내버려둬.
ShopWorkerPickupOrder |= 주문이 완료했어. 다시 한 번 들러줘!
ShopWorkerPickupOrderNotMadeUnhappy |= 무슨 주문?
ShopWorkerPickupOrderNotMade |= 제시간에 주문을 처리하지 못해 미안해.

MealBreakNoFood |= 흐음. 오늘은 신선한 공기를 마시며 다이어트를 하는 것 같아.

OnAdoption |= 좋아 보여요.
OnAdoption |= 내가 여기 있어서 기뻐요.
OnAdoption |= 좋은 집!
OnAdoption |= 정말 아름다워요.
OnAdoption |= 정말 행복한 날이에요!
OnAdoption |= 여기가 제 새 집인가요?
OnAdoption |= 나의 새 집!
OnAdoption |= 아름다워요!

TrendHappeningFirstDay_Epidemic |= 뭔가 일이 벌어지는 것 같아. 요즘 <VAR1>을 사용하는 사람들을 많이 봤어. 며칠만 지속될 거라고 확신해. 약제상에 가보면 직접 확인할 수 있을 거야. 좀 재미있어 보이긴 하네!
TrendHappeningFirstDay_Craving |= <VAR1>은(는) 최근 인기가 급상승했어. 잡화점 사업을 하고 있다면 앞으로 며칠 동안 최대한 많은 상품을 판매해 볼 수 있겠어.
TrendHappeningFirstDay_Fad |= 이번 계절에 <VAR1>이(가) '인기'라고 들었어. 판매자는 앞으로 며칠 안에 꽤 많은 주문을 받을 가능성이 높을거야. 내가 먼저 받아 다행이네.


UI_Tinker_Intro |= 인사할게! 만나서 반가워! 나는 이 지역에서 땜장이로 알려져있어. 내가 가진 최고의 전문 기술로 너의 사업이 한 단계 더 발전할 수 있도록 도와줄게! 너의 사업이 가치가 있다고 판단되면 나를 만나러 와. 도와줄 수 있어. 전문화를 통해 특정 아이템에 집중하고, 더 많은 경험치를 획득하고, 새로운 특전을 잠금 해제할 수 있어. 이 모든 것이 매우 흥미진진하며, 너의 상점도 환상적으로 보일 거야!

DogPlay |= 멍 멍!
CatPlay |= 야옹!
CatHappy |= 야아옹! 갸르릉!
DogCollectableAlert |= 컹!

SkillProgress_Garden_0 |= 아, 내가 처음 시작했을 때가 생각나네. 다른 정원사와 지역 텃밭을 차지하기 위해 경쟁하고 있었지. 그 당시에는 토양이 훨씬 더 희귀했고 식물을 재배하는 것이 훨씬 더 어려웠어. 정말 기술이 필요했지.
SkillProgress_Garden_0 |= 내가 말했듯이 나에게는 녹색 손가락을 가진 라이벌이 있었는데, 우습게도 그 이름은 그린핑거였던 것 같아. 우리는 비트 대결을 했어. 누가 하루에 가장 많은 비트를 재배할 수 있는지 겨루는 결투였지. 내가 3피트 정도 되는 사탕무로 이겼어.
SkillProgress_Garden_1 |= 사람의 80%가 식물성이라는 사실을 알고 있어? 사실이야. 내가 큰 덩이줄기에서 자라난 것을 보면 84% 이상이야. 적어도 내 늙은 D가 나에게 그렇게 말했는데, 그 사람은 약 40%만 거짓말을 했어.
SkillProgress_Garden_1 |= 그래서 나는 절대 목욕을 하지않아. 이미 최적의 크기에 도달했으니까, 물을 뿌리면 이상하게 자란 생명체로 변할 수도 있겠지.
SkillProgress_Garden_2 |= 정원 가꾸기 사업, 아니 정원 가꾸기 예술에 관해서는 조심해. 위험한 음... 사업이 될 수 있어. 갑자기 의식이 생겨서 조잡한 모양이라고 자신을 놀리던 너를 공격하기로 결심하는 순무만을 말하는 것은 아니야.
SkillProgress_Garden_2 |= Y내가 젊었을 때 그랬던 것처럼 쉽게 마음이 상할 수 있어. 그녀는 아름다운 양배추였어, 그녀는 그랬지. 초록빛 달빛처럼 창백하고 풍성한 잎사귀... 우린 정말 행복했어 그녀가 콩나물 무리와 함께 달리기 시작하기 전까지는. 그 후로 모든 게 달라졌어...
SkillProgress_Garden_3 |= 내가 멜로우필즈에서 열린 원예 대회에 참가했을 때를 말한 적이 있던가? 몇 달 동안 사람들의 입에 오르내렸던 이야기였지: 누가 가장 훌륭한 정원사가 될까? 페이의 세계에서도 우리를 주목했어.
SkillProgress_Garden_3 |= 물론 대회라고 부르지만 사실은 압도적인 결과였어. 그해에는 비가 많이 내려 산사태가 자주 발생했거든. 그렇지만 다른 사람들이 6톤의 진흙 속에 파묻히지 않았더라도 내가 쉽게 우승했을 거야.
SkillProgress_Garden_4 |= 너도 알겠지만, 우리 정원에서는 매년 멋진 깜짝 생일 파티를 열어. 나는 놀란 척을 하지. 당근이 몇 주 전부터 파티를 준비하는 소리가 들리거든!
SkillProgress_Garden_4 |= 최악의 순간은 다음 날 아침 브로콜리 진 숙취로 깨어나 자세한 내용을 기억하기 시작할 때야. 그러니까 아스파라거스가 내가 오는 것을 보고 얼굴을 붉히며 반대편으로 돌아선다면 그 이유를 알 수 있지.
SkillProgress_Garden_5 |= 페이는 정원 가꾸기가 무엇인지 잘 몰라. 이 마법의 존재들은 식물을 키우는 데 인내심이 없어. 손가락을 툭툭 치면 갑자기 발가락을 물어뜯는 백합 밭이 솟아나는 데 익숙하지.
SkillProgress_Garden_5 |= 물론 인간도 그다지 나은 편이 아니야. 오랜 친구를 초대해 베이컨 줄무늬 페튜니아가 피는 것을 보러 갔더니 일주일도 안 되어 포기했던 기억이 나는군. 
SkillProgress_Garden_6 |= 얼마 지나지 않아 정원 가꾸기의 달인이 될거야! 언젠가는 나처럼 유명해질지도 모르지.내제가 짐 오 램프를 발명한 사람이니까. 호박에 개성이 너무 강해서 얼굴이 있어야 한다는 것을 깨달았을 때 아이디어가 떠올랐어.
SkillProgress_Garden_6 |= 하지만 나는 호박 대학살에 대한 책임이 없어. 사람들이 계획대로 송곳니 대신 미소를 지었다면 모든 것이 잘 풀렸을테지.
SkillProgress_Garden_7 |= 해냈어! 이제 너는 진정한 마스터야. 마지막으로 충고하자면, 요정일 수도 있고 아닐 수도 있는 의심스러운 노점상에서 마법의 씨앗을 절대 사지마. 나도 그런 실수를 한 적이 있는데, 그 씨앗이 세상에서 가장 큰 뿌리를 가진 이 작은 콩나무로 자랐어.
SkillProgress_Garden_7 |= 나는 뿌리가 만든 동굴을 파헤쳐서 금 항아리 같은 것을 찾을 수 있을줄 알았어. 하지만 내가 본 것은 이상한 금속 유물과 기괴하게 생긴 가라앉은 도시뿐이었어. 정말 실망스러웠지.

SkillProgress_Cooking_0 |= 내가 처음 만든 조리법이 뭔지 알고 싶어? 과일, 향신료, 우유를 섞어 이유식 세계에 혁명을 일으킬 만한 조리법이었어. 안타깝게도 생후 7개월이었던 나는 읽거나 쓰는 법을 배우지 못했기 때문에 시간의 안개 속에 사라져 버렸지.
SkillProgress_Cooking_0 |= 나도 이 요리를 재현하려고 여러 번 시도했지만, 아기에게 실험적인 요리를 먹이려고 하는 엄마가 얼마나 적은지 놀랄거야.
SkillProgress_Cooking_1 |= 훌륭한 요리사가 되고 싶다면 여행을 해. 나는 젊은 시절의 대부분을 퀼 전역의 선술집에서 일하며 모든 지식과 경험을 흡수했어. 모든 요리사가 나에게 새로운 것을 가르쳐주지.
SkillProgress_Cooking_1 |= 하지만 나의 가장 큰 멘토는 전설적인 퍼시 피클스였어. 그는 네가 상상할 수 없는 수프를 만들었지. 수프를 먹을 수 있게 만들었어! 
SkillProgress_Cooking_2 |= 어떤 요리책에서도 배울 수 없는 팁을 알려줄게: 이미 완벽하게 간이 된 요리에 소금을 더하는 사람을 보면 간을 맞추기 위해 더 많은 양념을 추가하고 싶은 충동을 참아.
SkillProgress_Cooking_2 |= 아 응, 나도 샐러드에 관심이 많았어. 아마도 샐러드에 향신료를 너무 많이 넣어서 그랬던 것 같아. 아, 그리고 설탕 대신 비듬을 절대 사용하지마. 
SkillProgress_Cooking_3 |= 요리 실력이 향상되었다는 소문이 퍼지면서 온갖 종류의 특이한 찬사를 받기 시작했지. 내 명성이 절정에 달했을 때는 퀼에서 가장 부유한 가문에서 요리사로 초대를 받았어. 한 번은 페이족의 피크닉에 음식을 만들어 달라는 요청을 받기도 했어.
SkillProgress_Cooking_3 |= 글쎄, '부탁'이라기보다는 '잠결에 마법의 영역으로 옮겨졌다'고 표현하는 편이 맞을 것 같네. 다행히도 그들은 내 눈을 가렸기 때문에 파티의 이상하고 거친 모습을 볼 수 없었어. 하지만 내가 들은 그 소리들을 아직도 내 꿈에서 날 괴롭혀.
SkillProgress_Cooking_4 |= 이제 진실을 알 때가 됐어. 난 진짜 올드 마더 허바드가 아니야. 아니, 오히려 네가 얘기했던 그 노파는 그저 그 노파의 몸일 뿐이지. 진짜 나는... 여기 있어.
SkillProgress_Cooking_4_dog |= 맞아. 난 개야. 그것에 대해 생각하지 말자. 내가 기억하는 것보다 더 오랫동안 이 털복숭이 몸에 갇혀 있었어. 그리고 아니, 네가 생각하는 그런 게 아니야. 도룡뇽 눈 스튜 조리법을 훔쳤다고 날 저주한 마녀도 없었고 희귀한 재료나 그런 걸 대가로 나를 속인 페이도 없어. 더 자세한 얘기는 다음에 하자. 지금은 벼룩 치료할 시간이 다 됐어.
SkillProgress_Cooking_5_dog |= 내가 어떻게 이 개의 몸에 살게 되었는지 궁금하지? 꼭 알아야 한다면, 잘못된 조리법때문이었어. 알아, 너무 창피하지... 내가 가장 실험적이던 시기였어. 나는 전통적인 요리에 질려버렸고, 획기적이고 새로운 것을 시도하고 싶었어. 글쎄, 성공한 것 같긴해.
SkillProgress_Cooking_5_dog |= 나는 페이 버섯과 노루궁뎅이 골수로 맛있는 캐서롤을 만들고 남은 음식은 내 믿음직한 늙은 개에게 먹였어. 다음날 아침에 일어나 보니 몸이 바뀌어 있었어요. 그 후 어떻게 지냈는지는 네가 더 많은 지식을 얻으면 말해줄게.
SkillProgress_Cooking_6_dog |= 내가 여전히 사람인 척하는 것은 쉽지 않았어. 다행히도 내 반려견의 영혼은 대부분의 시간을 잠자는 데 보내기 때문에 복화술 전문가가 되는 법을 배우기만 하면 됐어. 늙은 몸을 제어하는 방법을 배우는 데는 시간이 오래 걸렸지만 발목 주변의 털을 잡아당기면 무엇이든 할 수 있고 심지어 요리도 할 수 있다는 것을 알게 되었어!
SkillProgress_Cooking_6_dog |= 요즘은 양파도 몇 번만 잡아당기면 얇게 썰 수 있어. 그리고 내 후각은 완전히 새로운 가능성의 세계를 열어주었지. 그래도 단점도 있어. 그러니 무슨 일을 하든 가능한 한 인간의 몸을 유지하려고 노력해. 특히 이제 요리사가 될 날이 얼마 남지 않았으니까.
SkillProgress_Cooking_7_dog |= 네가 정말 자랑스러워! 네가 진정한 마스터가 될 줄 알았어. 이젠 이런 것들에 대한 감각이 생겼어. 축하해주려고 내 특제 강아지 간식을 한 쟁반 가득 구워줬는데 네가 오기 전에 다 먹어버렸어.
SkillProgress_Cooking_7_dog |= 내가 아는 모든 것을 가르쳐주었지만, 항상 새로운 조리법을 만들고, 눈부신 새로운 미각을 선사하고, 새로운 재료를 발견하고, 향을 나타낼 새로운 글이 있어... 잠깐, 마지막 것만 빼고. 요리에 집중해.

SkillProgress_Ranged_0 |= 한동안 나무 위에서 살았는데 활을 강하게 쏘면 계속 떨어지곤 했어. 그러다 땅바닥에 있는 것이 더 유리하고 덜 아프다고 생각했지.
SkillProgress_Ranged_0 |= 하지만 이는 우리에게 중요한 활쏘기 교훈을 가르쳐주지. 인생은 균형이 중요해. 사냥도 마찬가지야. 몸과 호흡이 균형을 이루어야 하지만 숲도 마찬가지야. 숲의 동물 개체수도 균형을 이루어야하지. 지혜롭지 않아?!
SkillProgress_Ranged_1 |= 가장 치명적이고 우아하며 완벽한 화살을 만들기 위해 수년간 적합한 종류의 나무를 찾았지. 미끄러지면서 윙윙거리는 화살. 내 생각에 반응하는 화살. 내 목표와 적을 찾아낼 수 있는 화살. 하지만 그런 건 없다는 걸 깨달았지.
SkillProgress_Ranged_1 |= 화살이 궁수를 만드는 게 아니야. 화살에 목적을 불어넣는 것이 궁수지. 활과 하나가 되어 동작이 몸에 배도록 연습하면 화살통을 채우는 화살은 그 어떤 화살보다 치명적이고 진실한 화살이 될 거야. 이걸 꼭 적어둬야겠어...
SkillProgress_Ranged_2 |= 나는 오랜 궁수 집안 출신이야.
SkillProgress_Ranged_2 |= 할머니가 처음으로 내 손에 활을 쥐어주셨어. 하지만 내가 활을 갉아먹기 시작하자 할머니는 내가 아직 너무 어리다는 것을 깨닫고 몇 년을 기다렸다가 다시 시도하셨어.
SkillProgress_Ranged_2 |= 할머니는 대단한 여성이었지. 내 고향 마을의 창시자 중 한 분이셨어. 용맹한 전사이자 교활한 사냥꾼이셨고 장갑도 순식간에 짤 수 있으셨지.
SkillProgress_Ranged_3 |= 내가 여섯 살 때 우리 마을은 안개 속에 사는 괴물 종족의 공격을 받았어요. 모두는 항상 그랬던 것처럼 어머니와 할머니가 마을을 지켜주기를 바랐어. 활을 들고 당당하게 서 있는 두 분을 보고 나도 그들과 함께해야겠다고 생각했지.
